일시	지점	일최저체감온도(°C)	일최고기온(°C)	일평균기온(°C)	일최저기온(°C)	일평균상대습도(%)	일평균풍속(m/s)	일최대풍속(m/s)	한파특보(O/X)	한파영향예보(단계)	동파가능지수(03h)(단계)	동파가능지수(06h)(단계)	동파가능지수(09h)(단계)	동파가능지수(12h)(단계)	동파가능지수(15h)(단계)	동파가능지수(18h)(단계)	동파가능지수(21h)(단계)	동파가능지수(24h)(단계)
2024-01-02	당진(616)	0	4.6	2.8	.4	81	.8	2.7	X	 								
2024-01-02	청양(618)		5.7	2.7	-.3	85	.3	1.7	X	 								
2024-01-02	음성(619)	-2.5	4.9	1.8	-.4	90	1	3.4	X	 								
2024-01-02	증평(623)	1.8	5.9	3.2	.8	83	.5	3.1	X	 								
2024-01-02	태안(627)	1.4	5.5	3.5	1.2	79	.6	2.1	X	 								
2024-01-02	예산(628)	0	5.3	3.2	.8	86	1	2.7	X	 								
2024-01-02	아산(634)	.6	4.9	2.9	.4	83	1	3.7	X	 								
2024-01-02	계룡(636)	0	5.9	2.9	-.4	86	.6	3.2	X	 								
2024-01-02	연천청산(652)	-1.2	4.8	1.7	-.1	83	.8	3.1	X	 								
2024-01-02	양양(670)	.4	7.3	5.2	3.8	49	4.2	7.3	X	 								
2024-01-02	무안(699)	-.9	7.9	4.4	.8	81	1.2	4.5	X	 								
2024-01-02	무주(701)	.4	6.4	3.6	1.4	80	.9	3.4	X	 								
2024-01-02	익산(702)	1.2	8.2	5	3.3	74	1.2	4.2	X	 								
2024-01-02	진안(703)	-.4	4.9	2.6	1.1	82	1.4	3.7	X	 								
2024-01-02	담양(706)	.8	9.3	4.9	1.5	87	1	3.2	X	 								
2024-01-02	구례(709)	-.1	9.4	4.7	0	85	1.7	5.4	X	 								
2024-01-02	나주(710)	-1	8.4	4.7	.1	86	.8	2.9	X	 								
2024-01-02	순천시(712)	-.1	11.5	6.4	1.1	72	1.7	5.5	X	 								
2024-01-02	광양읍(713)	1.9	11.9	6.8	1.9	65	1.2	3.6	X	 								
2024-01-02	장성(730)	.3	8.9	4.5	.9	80	.6	2.7	X	 								
2024-01-02	영암(731)	-.3	8.2	4.3	-.5	86	.8	2.9	X	 								
2024-01-02	보성(732)	-.5	8.6	3.9	-1.2	83	.9	3.2	X	 								
2024-01-02	완주(734)	1.8	7.5	4.3	2.2	82	.9	4	X	 								
2024-01-02	김제(737)	1.7	8.3	4.9	3.2	74	1.8	3.7	X	 								
2024-01-02	화순(741)	.2	8.4	4.6	.9	79	1.1	4.1	X	 								
2024-01-02	함평(754)	.2	8.9	4.5	-.1	86	1	3.9	X	 								
2024-01-02	곡성(768)	1.5	8.1	3.9	.6	89	.7	3.1	X	 								
2024-01-02	압해도(789)	.4	8.9	5.6	1.5	82	1.1	3.6	X	 								
2024-01-02	영양(801)	-4.2	6.6	3.2	-1.3	73	2	4.1	X	 								
2024-01-02	성주(810)	.4	11.1	5.4	1.2	66	1.2	4.8	X	 								
2024-01-02	고령(812)	-2.6	10.6	4.6	-.5	76	.6	2.2	X	 								
2024-01-02	청도(813)	-.6	10.8	4.6	1.2	74	1.2	3.3	X	 								
2024-01-02	예천(815)	1.3	7.6	3.8	.8	72	1	3.7	X	 								
2024-01-02	김천(822)	.2	10.1	4.8	.7	71	1.1	5.8	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	군위(823)	-1.7	7.6	3.5	-.1	81	1	3.6	X	 								
2024-01-02	칠곡(825)	1.7	10.1	5.7	1.5	75	1.2	3.8	X	 								
2024-01-02	경산(827)	2.6	10.1	5.6	2.2	66	.9	3.3	X	 								
2024-01-02	삼척(876)	.5	9.5	6.1	1.7	51	2.1	5	X	 								
2024-01-02	속초(90)	-.2	7.3		1.1		1.8	4.7	X	 								
2024-01-02	삼천포(907)	4.4	11.4	7.7	4.8	62	2.3	5.2	X	 								
2024-01-02	고성(918)		11.4	6.1	2.4	74			X	 								
2024-01-02	창녕(919)	2.7	10.8	5.8	2.3	74	.9	2.9	X	 								
2024-01-02	함안(920)	.6	11.4	5	.5	74	1.2	4.7	X	 								
2024-01-02	북춘천(93)	-1.1	5.2	1.7	-1	75.1	1.2	4.2	X	 								
2024-01-02	하동(932)	1.8	11.5	6.2	1.6	73	1.2	5.8	X	 								
2024-01-02	철원(95)	-1.6	4	1.3	-1.4	80.4	.9	2.3	X	 								
2024-01-02	동두천(98)	.2	5.6	1.9	.4	81.9	.7	2.1	X	 								
2024-01-02	파주(99)	-1.4	4.7	1.5	-.5	83.3	.7	2.5	X	 								
2024-01-03	북강릉(104)	-.4	7.4	3.8	.6	54.3	1.5	4.3	X	 								
2024-01-03	동해(106)	.8	8.5	5.1	3.3	53.9	2	5.9	X	 								
2024-01-03	서울(108)	-3.4	4	1.8	-1.1	80.4	1.6	4.2	X	 								
2024-01-03	인천(112)	-4.6	4.9	2.1	-.4	78.5	2.1	4.8	X	 								
2024-01-03	원주(114)	-.4	3.9	1.7	-.3	87.1	.4	1.7	X	 								
2024-01-03	울릉도(115)	-2.5	6.2	4.4	2.3	91.3	4.3	10	X	 								
2024-01-03	수원(119)	-3.6	3.8	1.1	-.8	84.3	1	3	X	 								
2024-01-03	영월(121)	-.6	4.8	1.9	.4	80.5	.9	3	X	 								
2024-01-03	충주(127)	-1.3	3	.9	-1.2	87.1	.6	1.8	X	 								
2024-01-03	서산(129)	-3.3	5.6	1.9	-1.7	83.3	1.3	6.1	X	 								
2024-01-03	울진(130)	-4	8.7	3.1	-1.4	66.8	1.9	4	X	 								
2024-01-03	청주(131)	-.8	5.3	2.6	.6	72.9	.9	3	X	 								
2024-01-03	대전(133)	-3	5.9	1.9	-1.2	75.3	1.3	4.7	X	 								
2024-01-03	추풍령(135)	-4.8	4	1	-.7	78.8	3.2	6.1	X	 								
2024-01-03	안동(136)	-2.2	6	2.4	.2	73.1	1.8	5.1	X	 								
2024-01-03	상주(137)	-2	5.9	2.9	1.1	71.6	2	4	X	 								
2024-01-03	포항(138)	-.3	7.7	4.7	2.4	62.9	2.8	7	X	 								
2024-01-03	군산(140)	-2.6	6.5	2.8	.1	80.9	2	8.8	X	 								
2024-01-03	대구(143)	-1.4	7.1	4.1	1.8	70.3	3.3	5.7	X	 								
2024-01-03	전주(146)	0	6.1	3.3	1	84.8	1.4	5.3	X	 								
2024-01-03	울산(152)	-.8	7.5	4.4	2	61.3	3.3	7.1	X	 								
2024-01-03	창원(155)	.2	7.7	4.5	2.2	60.5	1.5	5.1	X	 								
2024-01-03	광주(156)	2	7.6	4	2.1	84.5	1	3	X	 								
2024-01-03	부산(159)	.4	9	5.6	3.3	57.8	3.1	5.4	X	 								
2024-01-03	통영(162)	-.3	8.9	5.2	2.2	63.8	2.6	6.4	X	 								
2024-01-03	목포(165)	0	7.5	4.9	3.2	76.6	4	8.7	X	 								
2024-01-03	여수(168)	-.5	7.8	5.5	3.6	59.9	5.6	9.9	X	 								
2024-01-03	흑산도(169)	-.8	8.3	5.8	3.8	68.9	6.1	11	X	 								
2024-01-03	완도(170)	1.8	9.4	6.1	4.1	69	2.4	7.2	X	 								
2024-01-03	고창(172)	-.8	6.8	3.3	1.6	79.6	2.4	7.9	X	 								
2024-01-03	제주(184)	3.9	9.9	8.4	7.2	58.8	5.2	8.5	X	 								
2024-01-03	진주(192)	-1.5	9.5	3.9	-1.6	72.4	.8	3.5	X	 								
2024-01-03	양평(202)	-3.7	2.5	.4	-2.2	94.9	.5	1.3	X	 								
2024-01-03	이천(203)	-2.9	3.5	.2	-1.7	95.6	.6	2.3	X	 								
2024-01-03	인제(211)	-1.4	4.2	.7	-2.7	80.8	.8	2.8	X	 								
2024-01-03	홍천(212)	-.9	3.7	.2	-2.8	87	.3	1.9	X	 								
2024-01-03	태백(216)	-5.7	.5	-1.8	-3.5	71.1	1.1	3.3	X	 								
2024-01-03	정선군(217)	-4	3.5	-.1	-2.3	69.4	1	4	X	 								
2024-01-03	제천(221)	-3.4	2.5	.4	-1.5	91.4	1	3.1	X	 								
2024-01-03	보은(226)	-1.4	5	1.8	0	83.3	1.1	3.4	X	 								
2024-01-03	천안(232)	-.5	4.8	1.4	-1	90.1	.6	2.5	X	 								
2024-01-03	보령(235)	-.2	6.4	2.8	-.4	76	.9	2.5	X	 								
2024-01-03	부여(236)	-2.7	6.5	2.3	-2.2	85.4	.8	4.5	X	 								
2024-01-03	금산(238)	-1	5.6	1.7	-1.4	86.3	1	3.2	X	 								
2024-01-03	세종(239)	-2.3	5.6	2.1	-.7	83.4	1.2	4.4	X	 								
2024-01-03	부안(243)	.4	7.4	4.1	.9	78.6	1.3	4.4	X	 								
2024-01-03	임실(244)	-.5	5.1	2.4	.4	84.3	.9	3.4	주의보	 								
2024-01-03	정읍(245)	-.2	6.2	3.5	1.8	78.6	1	4	X	 								
2024-01-03	남원(247)	-1.3	5.5	2.6	.7	82.1	1	2.6	X	 								
2024-01-03	장수(248)	-4	2.7	.9	-.6	84	1.2	3.9	X	 								
2024-01-03	영광군(252)	.9	6.8	3.9	1.8	79.5	1.5	5	X	 								
2024-01-03	김해시(253)	-.6	8.5	4.8	2.2	64	2.6	6.3	X	 								
2024-01-03	순창군(254)	-1	5.6	2.8	.8	81.9	1.6	4.5	X	 								
2024-01-03	양산시(257)	1.8	9.1	6.3	3.8	58.6	2.1	5.2	X	 								
2024-01-03	강진군(259)	.9	8.7	5.1	2.8	75.4	2.1	5.7	X	 								
2024-01-03	장흥(260)	.4	8.3	4.5	1.2	74.6	2.3	5.3	X	 								
2024-01-03	해남(261)	2.1	8.2	5.1	2.9	76	2.3	6.3	X	 								
2024-01-03	고흥(262)	1.8	9.2	6.1	3.7	71.5	2.2	5.2	X	 								
2024-01-03	의령군(263)	-1.7	9.8	4.3	.2	78.4	1.9	5.9	X	 								
2024-01-03	함양군(264)	-1.8	6.5	3.3	1.3	71.1	2.7	4.8	X	 								
2024-01-03	진도군ASOS(268)	1.3	8.2	5.6	3.4	72.9	3.1	6.7	X	 								
2024-01-03	봉화(271)	-.6	5	2.1	.1	74.5	1.5	6.2	X	 								
2024-01-03	영주(272)	-4.3	4.4	2	.4	72.8	3.8	7.7	X	 								
2024-01-03	문경(273)	-2.9	5.3	2.5	.7	69.8	2.3	5.6	X	 								
2024-01-03	청송군(276)	-4.1	5.2	1.2	-.9	78.1	2.2	5.5	X	 								
2024-01-03	영덕(277)	-1.5	6.9	4.2	.6	62.9	3.4	8.1	X	 								
2024-01-03	의성(278)	-1.3	6.2	2.6	-1	82	1.1	3.9	X	 								
2024-01-03	구미(279)	.7	7.2	3.6	.7	71.1	1	2.5	X	 								
2024-01-03	영천(281)	-2	6.5	3.4	1.1	75.6	2.7	5.8	X	 								
2024-01-03	경주시(283)	-1.6	7.6	4.3	2.3	60.6	3.6	6.4	X	 								
2024-01-03	거창(284)	-1.3	5.8	1.9	-.7	76.6	1.2	5.1	X	 								
2024-01-03	합천(285)	1.8	8.5	4.6	1.2	69.6	.7	2.3	X	 								
2024-01-03	밀양(288)	-1.4	8	4.8	.3	60.8	1.2	4.8	X	 								
2024-01-03	산청(289)	-2.1	6.8	3.2	1	70.6	3.7	7.1	X	 								
2024-01-03	거제(294)	1.9	7.7	5.6	3.1	65	1.6	3.5	X	 								
2024-01-03	남해(295)	1.4	9.3	5.7	3.5	63.8	2	4.7	X	 								
2024-01-03	부천(433)	-1.6	4.2	1.4	-1.6	72	.6	2	X	 								
2024-01-03	안양(434)	-3.3	4.5	2.1	.5		.9	4.8	X	 								
2024-01-03	광명(437)	-1.6	4.7	2.6	.5	73	1.2	3.4	X	 								
2024-01-03	군포(438)	-2.8	5	1.9	0	74	1.1	3.9	X	 								
2024-01-03	김포(441)		4.4	1.4	-1.9				X	 								
2024-01-03	하남(444)	.1	3.3	.2	-3.2	83			X	 								
2024-01-03	의왕(445)	-1.3	3.9	1.4	-.9	80	.8	2.8	X	 								
2024-01-03	포천(504)	-5.6	2.5	.2	-4	89	.9	3.3	X	 								
2024-01-03	가평조종(505)	-4.7	2.6	.1	-3.1	89	.6	2.4	X	 								
2024-01-03	안성(516)	-3.3	4.2	.9	-2.1	90	1.3	3.2	X	 								
2024-01-03	간성(517)	-1.7							X	 								
2024-01-03	평창(526)	-3	3	.5	-1.4	73	.8	2.9	X	 								
2024-01-03	의정부(532)	-3.2	2.5	.6	-2.7	83	.6	2.2	X	 								
2024-01-03	횡성(536)	-2.4	3.7	.4	-1.9	91	1	3.4	X	 								
2024-01-03	고양(540)	-2	3.8	.7	-3.1	87	.3	2	X	 								
2024-01-03	남양주(541)	-4.6	2.9	.6	-3.4	89	.7	2.3	X	 								
2024-01-03	안산(545)	-3.5	4.4	.8	-2.7	87	.3	2.1	X	 								
2024-01-03	경기광주(546)	-2.8	2.7	-.2	-2.6	95	.5	1.8	X	 								
2024-01-03	여주(548)	-3.9	2.4	.1	-1.2	95	.8	2.2	X	 								
2024-01-03	용인(549)	-3.3	3.1	.2	-2.7	90	.6	3.1	X	 								
2024-01-03	오산(550)	-3.5	4.2	1.2	-2.9	86	.6	2.9	X	 								
2024-01-03	평택(551)	-2.1	5	1.8	-.7	86	1.2	4.1	X	 								
2024-01-03	화천(555)	-5.6	3.5	0	-3.5	81	.9	2.5	X	 								
2024-01-03	양구(556)	-5.2	4.3	-.3	-4.7	76	1	2.9	X	 								
2024-01-03	시흥(565)	-3.6	5.4	.8	-3.7	87			X	 								
2024-01-03	구리(569)	-3	3.3	1.1	-1.6	82	.9	3.3	X	 								
2024-01-03	화성(571)	-1.4	4.4	1.5	-1.1	82			X	 								
2024-01-03	성남(572)	-1.8	4.1	1.1	-1.7	75	.4	2.4	X	 								
2024-01-03	과천(590)	-3	4.3	1.1	-2.6	88	.9	3.1	X	 								
2024-01-03	양주(598)	-6.5	2.9	-.2	-4.5	91	.7	2.6	X	 								
2024-01-03	단양(601)	-.7	4.4	1.3	-1.3	87	.9	4.2	X	 								
2024-01-03	진천(602)	-1.6	5.1	1.5	-1	83	.7	3.4	X	 								
2024-01-03	괴산(603)	-3.3	4	.8	-2.1	87	.8	3.5	X	 								
2024-01-03	옥천(604)	-1.3	6	1.8	-1.2	83	.7	2.7	X	 								
2024-01-03	홍북(608)								X	 								
2024-01-03	공주(612)	-2.1	5.5	1.9	-1.9	86	1	5.2	X	 								
2024-01-03	서천(614)	-2.3	6.8	2.9	-1.5	84	1.2	6.4	X	 								
2024-01-03	논산(615)	-3.1	6	2.3	-2.6	86	1.3	5.7	X	 								
2024-01-03	당진(616)	-3.1	5.5	1.8	-1.5	83	1.1	4.1	X	 								
2024-01-03	청양(618)	.6	5.7	1	-2.6	88	.3	1.8	X	 								
2024-01-03	음성(619)	-3.6	3.7	.8	-1.3	88	1.7	4.3	X	 								
2024-01-03	증평(623)	-1.9	4.6	1.5	-.8	85			X	 								
2024-01-03	태안(627)	.2	6.2	2.5	-1.3	77			X	 								
2024-01-03	예산(628)	-3	5.5	1.7	-1.2	90	1.4	4.5	X	 								
2024-01-03	아산(634)	-1.8	5.5	1.6	-1.7	89	.7		X	 								
2024-01-03	계룡(636)		4.8	1.2	-3.2	90			X	 								
2024-01-03	연천청산(652)	-4.3	3.6	.5	-3.6	83	.6	1.9	X	 								
2024-01-03	양양(670)	-1	7.1	4.2	1.9	49	2.9	4.9	X	 								
2024-01-03	무안(699)	-1.1	7.8	4.3	.8	81	2	6.5	X	 								
2024-01-03	무주(701)	-3.4	4.8	1.5	-1.5	87	1	4.1	X	 								
2024-01-03	익산(702)	-2	6.4	3.2	-1.2	76	2.1	6.6	X	 								
2024-01-03	진안(703)	-4.3	3.3	.8	-1.8	89	1.2	4.5	X	 								
2024-01-03	담양(706)	.7	7.4	3.9	1.5	85	1.4	5.1	X	 								
2024-01-03	구례(709)	-1	6.6	4.2	2.6	79	4	7	X	 								
2024-01-03	나주(710)	-1.5	8.2	3.9	.5	85	1.6	5.6	X	 								
2024-01-03	순천시(712)	1	8.8	5.6	3.1	66	2.9	6.7	X	 								
2024-01-03	광양읍(713)	1.9	9.2	5.6	3.2	62	1.8	4.1	X	 								
2024-01-03	장성(730)	.6	8.2	3.9	2.1	79	1.3	4.4	X	 								
2024-01-03	영암(731)	-1.4	8.3	3.5	-.7	85	1.3	5.1	X	 								
2024-01-03	보성(732)	-.5	7.1	3.6	1.4	77	1.8	5.1	X	 								
2024-01-03	완주(734)	-3.1	5.5	2.4	-2.1	89	1.3	5.8	X	 								
2024-01-03	김제(737)	-1.7	7	3.3	1.4	79	2.3	6.6	X	 								
2024-01-03	화순(741)	-1.4	8.1	3.7	1.2	76	2.2	6.7	X	 								
2024-01-03	함평(754)	-1.1	8.3	4	-.1	87	2.1	7	X	 								
2024-01-03	곡성(768)	-1	7.3	2.7	.6	86	1.6	4.2	X	 								
2024-01-03	압해도(789)	.9	8.2	5.4	2.6	77	4	10.1	X	 								
2024-01-03	영양(801)	-4.2	5.8	1	-2.3	81	1.4	4.7	X	 								
2024-01-03	성주(810)	-1.3	8.5	2.9	.3	74	1.3	3.7	X	 								
2024-01-03	고령(812)	-2.5	7.5	2.3	-2	87	.7	2.1	X	 								
2024-01-03	청도(813)	-1.7	7	3.7	1.5	72	2.1	5.5	X	 								
2024-01-03	예천(815)	-.1	6.3	2.6	.5	69	1.4	4.6	X	 								
2024-01-03	김천(822)	-2	7.5	3	.2	73	1.8	5	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	군위(823)	-1.7	5.8	2.3	-.2	83	1.2	4.2	X	 								
2024-01-03	칠곡(825)	-.7	7.4	3.9	1.1	77	2	4.8	X	 								
2024-01-03	경산(827)	-.4	7	4	1.4	70	1.8	3.9	X	 								
2024-01-03	삼척(876)	-.7	8.7	4.6	.5	50	2	4.8	X	 								
2024-01-03	속초(90)	-1.7	6.7	3.1	.2	52.9	1.6	4.6	X	 								
2024-01-03	삼천포(907)	-.3	9.4	5.8	3.3	62	2.8	6.1	X	 								
2024-01-03	고성(918)	-.4	8.9	3.8	-2.2	73			X	 								
2024-01-03	창녕(919)	-.6	7.6	3.8	.2	78	1.7	5	X	 								
2024-01-03	함안(920)	-4	8	3.4	-1.5	77	2.1	5.9	X	 								
2024-01-03	북춘천(93)	-4.8	3	-.3	-4.1	82.5	.5	1.6	X	 								
2024-01-03	하동(932)	1.8	9.1	5.7	3.5	64	2.5	6.9	X	 								
2024-01-03	철원(95)	-4.2	3.4	-.4	-4.7	88.6	.5	1.9	X	 								
2024-01-03	동두천(98)	-3.3	3.5	.7	-2.6	83.5	.7	2.4	X	 								
2024-01-03	파주(99)	-5.7	3.4	-.1	-4.2	86.6	.7	3.4	X	 								
2024-01-04	북강릉(104)	-3	9	3.5	-.9	47.5	1.5	3.4	X	 								
2024-01-04	동해(106)	-3	9.1	4.3	-.4	47.8	1.3	3.2	X	 								
2024-01-04	서울(108)	-6.8	4.7	1.4	-3.3	74.3	1.9	3.4	X	 								
2024-01-04	인천(112)	-5	5.2	2.3	-2	68.5	3	5.3	X	 								
2024-01-04	원주(114)	-3.8	3.9	.4	-3.7	78.5	.4	2	X	 								
2024-01-04	울릉도(115)	-3.7	8.9	5.6	1.8	71.6	4.8	9.3	X	 								
2024-01-04	수원(119)	-6.8	5.5	1.2	-4.7	73.3	1.5	3.3	X	 								
2024-01-04	영월(121)	-4.6	4.9	.4	-3.7	73	.8	2.6	X	 								
2024-01-04	충주(127)	-6.4	4.3	-.6	-5.9	78.9	.7	2.2	X	 								
2024-01-04	서산(129)	-6.4	6.6	1.9	-4.3	79.3	1.9	5.6	X	 								
2024-01-04	울진(130)	-4.2	11	4.3	-1.6	45	3.3	7	X	 								
2024-01-04	청주(131)	-3.5	6	2	-2	68.5	.8	2.2	X	 								
2024-01-04	대전(133)	-5.8	7.2	1	-3.7	73.3	1.1	3.7	X	 								
2024-01-04	추풍령(135)	-6.9	5.5	.1	-3.8	69.3	2.7	6.9	X	관심								
2024-01-04	안동(136)	-6	6.4	.3	-4.7	67	1.2	3.7	X	 								
2024-01-04	상주(137)	-4.7	6.5	1.2	-2.3	64.8	1.8	4.3	X	 								
2024-01-04	포항(138)	-3	9.5	4.5	.4	44.9	2.8	4.9	X	 								
2024-01-04	군산(140)	-5.1	7.4	2.1	-2.9	75.8	1.9	4	X	 								
2024-01-04	대구(143)	-3.1	9.2	3	-1.9	54.6	2	4.9	X	 								
2024-01-04	전주(146)	-3.9	7.7	2.7	-1.8	74.5	1.5	3.1	X	 								
2024-01-04	울산(152)	-4.8	11.1	3.7	-.8	44	2	5	X	 								
2024-01-04	창원(155)	-2.2	8.3	3.1	-1.2	52	1.3	3.2	X	 								
2024-01-04	광주(156)	-1.7	8.6	3.6	-.6	79.1	1	2.9	X	 								
2024-01-04	부산(159)	-2.8	10.3	5.2	1.3	45.5	3.4	6.7	X	 								
2024-01-04	통영(162)	-3.4	10.3	4.7	-.5	55.6	1.7	3.9	X	 								
2024-01-04	목포(165)	-2.6	8.7	4.6	.4	71.6	2.2	4.2	X	 								
2024-01-04	여수(168)	-4.1	9.4	4.8	.7	55.9	3.9	8.7	X	 								
2024-01-04	흑산도(169)	1	10	7	4.3	65.8	2.8	7	X	 								
2024-01-04	완도(170)	-1.9	9.8	4.7	-.3	74.8	1.3	3.7	X	 								
2024-01-04	고창(172)	-4.9	8.6	3	-2.7	72.9	2.2	4.8	X	 								
2024-01-04	제주(184)	3.3	11.7	8.2	5.6	54.8	3.2	5.6	X	 								
2024-01-04	진주(192)	-4.7	9.6	.8	-5.2	72.3	.5	2.8	X	관심								
2024-01-04	양평(202)	-4.9	2.7	-.7	-4.6	86.8	.6	1.8	X	 								
2024-01-04	이천(203)	-8.5	3.2	-1.2	-7.4	89	.5	2.1	X	 								
2024-01-04	인제(211)	-5.6	3.4	.2	-4.5	72.1	2	4.4	X	 								
2024-01-04	홍천(212)	-6	2.8	-1.2	-4.8	84.6	.3	1.8	X	 								
2024-01-04	태백(216)	-8.8	4.4	-2.7	-8.7	60.4	1.7	4.3	X	 								
2024-01-04	정선군(217)	-8.2	4.1	-1	-6.5	65.4	1.4	4.6	X	 								
2024-01-04	제천(221)	-7.4	2.7	-1.5	-6.3	85.3	.9	3.4	X	 								
2024-01-04	보은(226)	-5.1	5.5	-.4	-5.4	82.4	.6	2.9	X	 								
2024-01-04	천안(232)	-2	5.2	.1	-5.2	83.3	.8	2.2	X	 								
2024-01-04	보령(235)	-4.2	7.6	3.4	-1.7	68.4	2.2	5	X	 								
